"Population Estimate","","","","","","","","","","","Geography","","","","","Building Estimate","","","","","","Accessibility: Total population - WorldPop (2026)","","","","","","Site Attributes","","","","","","","","","","Parent Site Attributes","","","","","","","","","","","","","","",""
"Total population - Meta (2023-04-21)","Total population - WorldPop (2026)","Total population - WorldPop UN (2020)","Total population - Grid3","Total population - Kontur (2023-10-31)","Total women - Meta (2023-04-21)","Total men - Meta (2023-04-21)","Children under 5 - Meta (2023-04-21)","People 15 to 24 - Meta (2023-04-21)","Women 15 to 49 - Meta (2023-04-21)","People 60 and older - Meta (2023-04-21)","Country (Admin 0)","State (Admin 1)","Local government area (Admin 2)","Ward (Admin 3)","Name","OpenStreetMap Buildings (2026-02-20)","Overture Buildings (2026-02-20)","Google Buildings 60+% Confidence (2023-05)","Google Buildings 70+% Confidence (2023-05)","Google Buildings 80+% Confidence (2023-05)","Average Building Footprint (m²) (2023-05)","People within 1hr of driving","People between 1hr - 4hr of driving","People further than 4hr of driving","People within 1hr of walking","People between 1hr - 4hr of walking","People further than 4hr of walking","state","lga_location_id","country","grid3_settlement_id","location_id","status","lga","grid3_globalid","Site Longitude","Site Latitude","Name","site","ownership_code","grid3_globalid","facility_level_code","location_id","state","nhfr_code","lga","lga_location_id","ownership_text","facility_level_text","country","organization_id","status","nhfr_uid"
"56","50","66","145","49","28","28","8","8","16","0","Nigeria","Bauchi","Toro","Tama #1","Kurin Jeji Rugan Alhaji Julu","0","38","45","38","13","14.74","50","0","0","50","0","0","Bauchi","nga-ba-5018","Nigeria","12248674","Invalid Number","active","Toro","Invalid Number","9.11665732287719","10.5553072417359","Tulu Maternity","9.029543,10.576547","public","be39c34f-2cc7-43f5-90ef-81610a8f76c8","primary","be39c34f-2cc7-43f5-90ef-81610a8f76c8","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Clinic","Nigeria","org-be39c34f-2cc7-43f5-90ef-81610a8f76c8","active","Invalid Number"
"112","221","147","317","95","56","56","16","16","32","0","Nigeria","Bauchi","Toro","Tama #1","Kwanan Mailamba","0","92","92","57","10","19.08","221","0","0","221","0","0","Bauchi","nga-ba-5018","Nigeria","12114187","Invalid Number","active","Toro","Invalid Number","8.95573835743932","10.7828134818567","Burku Health Post","8.945813,10.80681","public","c097cd42-b4d2-4324-bd08-f749f7a2409e","primary","c097cd42-b4d2-4324-bd08-f749f7a2409e","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-c097cd42-b4d2-4324-bd08-f749f7a2409e","active","Invalid Number"
"125","61","78","420","126","62","62","18","18","36","0","Nigeria","Bauchi","Toro","Tama #1","Lau","0","119","147","135","78","28.46","61","0","0","61","0","0","Bauchi","nga-ba-5018","Nigeria","12233083","64","active","Toro","64","9.07515778960038","10.5928266202524","Tulu Maternity","9.029543,10.576547","public","be39c34f-2cc7-43f5-90ef-81610a8f76c8","primary","be39c34f-2cc7-43f5-90ef-81610a8f76c8","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Clinic","Nigeria","org-be39c34f-2cc7-43f5-90ef-81610a8f76c8","active","Invalid Number"
"60","427","125","959","75","30","30","12","12","12","0","Nigeria","Bauchi","Toro","Tama #1","Lawan Makiyayi","0","323","377","222","5","15.29","343","84","0","335","92","0","Bauchi","nga-ba-5018","Nigeria","12146556","207","active","Toro","207","8.90717874230518","10.8233741256154","Burku Health Post","8.945813,10.80681","public","c097cd42-b4d2-4324-bd08-f749f7a2409e","primary","c097cd42-b4d2-4324-bd08-f749f7a2409e","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-c097cd42-b4d2-4324-bd08-f749f7a2409e","active","Invalid Number"
"327","202","175","567","259","163","163","47","47","93","0","Nigeria","Bauchi","Toro","Tama #1","Lubayyam Bambarai","0","131","171","153","45","28.75","202","0","0","202","0","0","Bauchi","nga-ba-5018","Nigeria","12093994","Invalid Number","active","Toro","Invalid Number","9.03998383038953","10.6048756398989","Tulu Primary Health Care Center","9.028930664,10.57928467","public","5","primary","5","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-5f5f5654-092b-4c71-a0b3-71ca6e53e5f1","active","84389160"
"28","54","0","30","244","14","14","4","4","8","0","Nigeria","Bauchi","Toro","Tama #1","Lubayyam Duguri","0","6","9","9","2","13.48","54","0","0","54","0","0","Bauchi","nga-ba-5018","Nigeria","12022136","4","active","Toro","4","9.04545440010054","10.5896891698194","Tulu Primary Health Care Center","9.028930664,10.57928467","public","5","primary","5","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-5f5f5654-092b-4c71-a0b3-71ca6e53e5f1","active","84389160"
"357","203","195","645","321","178","178","51","51","102","0","Nigeria","Bauchi","Toro","Tama #1","Lubeya Gurawa","0","145","197","171","72","30.06","203","0","0","203","0","0","Bauchi","nga-ba-5018","Nigeria","12231912","212","active","Toro","212","9.0420226204476","10.5946920102281","Tulu Primary Health Care Center","9.028930664,10.57928467","public","5","primary","5","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-5f5f5654-092b-4c71-a0b3-71ca6e53e5f1","active","84389160"
"322","443","542","838","350","161","161","46","46","92","0","Nigeria","Bauchi","Toro","Tama #1","Mahanga","0","223","262","233","104","26.91","443","0","0","443","0","0","Bauchi","nga-ba-5018","Nigeria","12092293","52","active","Toro","52","9.08760334012209","10.5390776102436","Tulu Maternity","9.029543,10.576547","public","be39c34f-2cc7-43f5-90ef-81610a8f76c8","primary","be39c34f-2cc7-43f5-90ef-81610a8f76c8","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Clinic","Nigeria","org-be39c34f-2cc7-43f5-90ef-81610a8f76c8","active","Invalid Number"
"90","57","76","67","131","45","45","18","18","18","0","Nigeria","Bauchi","Toro","Tama #1","Maikaraga","0","15","20","16","0","15.60","57","0","0","57","0","0","Bauchi","nga-ba-5018","Nigeria","12185905","400000000000000000000","active","Toro","400000000000000000000","8.97676913658643","10.802490693191","Burku Health Post","8.945813,10.80681","public","c097cd42-b4d2-4324-bd08-f749f7a2409e","primary","c097cd42-b4d2-4324-bd08-f749f7a2409e","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-c097cd42-b4d2-4324-bd08-f749f7a2409e","active","Invalid Number"
"290","172","148","408","256","145","145","58","58","58","0","Nigeria","Bauchi","Toro","Tama #1","Mailamba","0","109","125","102","32","28.49","172","0","0","171","1","0","Bauchi","nga-ba-5018","Nigeria","12155332","76992","active","Toro","76992","8.98366622981268","10.7889627195539","Burku Health Post","8.945813,10.80681","public","c097cd42-b4d2-4324-bd08-f749f7a2409e","primary","c097cd42-b4d2-4324-bd08-f749f7a2409e","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-c097cd42-b4d2-4324-bd08-f749f7a2409e","active","Invalid Number"
"168","131","100","316","253","84","84","24","24","48","0","Nigeria","Bauchi","Toro","Tama #1","Maje Uku","0","73","108","91","35","28.82","131","0","0","131","0","0","Bauchi","nga-ba-5018","Nigeria","12016349","8460","active","Toro","8460","9.02733168041277","10.6014750100637","Tulu Primary Health Care Center","9.028930664,10.57928467","public","5","primary","5","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-5f5f5654-092b-4c71-a0b3-71ca6e53e5f1","active","84389160"
"252","157","111","600","270","126","126","36","36","72","0","Nigeria","Bauchi","Toro","Tama #1","Makogo","30","148","192","159","81","34.06","157","0","0","157","0","0","Bauchi","nga-ba-5018","Nigeria","12188955","Invalid Number","active","Toro","Invalid Number","8.98726448027162","10.711454059957","Sabon Garin Tulu Primary Health Clinic","9.009657,10.675517","public","7","primary","7","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-07c0aebf-9de5-4114-95b2-71583ac9f325","active","67416647"
"161","224","184","331","201","81","81","23","23","46","0","Nigeria","Bauchi","Toro","Tama #1","Malam Gambo","0","86","92","49","3","17.80","207","17","0","207","17","0","Bauchi","nga-ba-5018","Nigeria","12269365","Invalid Number","active","Toro","Invalid Number","8.95138066188809","10.6393245935552","Patira Health Post","8.97726,10.60093","public","10100545","primary","10100545","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-10100545-212e-46f9-bc67-97ba6575989e","active","19067747"
"28","78","77","170","49","14","14","4","4","8","0","Nigeria","Bauchi","Toro","Tama #1","Malam Sale","0","36","48","34","6","15.92","78","0","0","78","0","0","Bauchi","nga-ba-5018","Nigeria","12235120","Invalid Number","active","Toro","Invalid Number","8.99097335903332","10.6494368314447","Sabon Garin Tulu Primary Health Clinic","9.009657,10.675517","public","7","primary","7","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-07c0aebf-9de5-4114-95b2-71583ac9f325","active","67416647"
"385","362","327","937","338","192","192","55","55","110","0","Nigeria","Bauchi","Toro","Tama #1","Rafin Gora","150","222","321","265","82","28.64","362","0","0","362","0","0","Bauchi","nga-ba-5018","Nigeria","12049288","Invalid Number","active","Toro","Invalid Number","8.84718368977553","10.6101709596221","Guraka Maternity","8.864481,10.67213","public","8","primary","8","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Clinic","Nigeria","org-8a751966-ac3f-462e-98e5-f43490d3c2e0","active","Invalid Number"
"14","48","36","64","32","7","7","2","2","4","0","Nigeria","Bauchi","Toro","Tama #1","Rafin Gora Sarki Sa Adu","4","14","19","13","3","19.87","48","0","0","48","0","0","Bauchi","nga-ba-5018","Nigeria","12091410","180","active","Toro","180","8.8452835014325","10.6035552013116","Guraka Maternity","8.864481,10.67213","public","8","primary","8","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Clinic","Nigeria","org-8a751966-ac3f-462e-98e5-f43490d3c2e0","active","Invalid Number"
"35","64","49","86","93","18","18","5","5","10","0","Nigeria","Bauchi","Toro","Tama #1","Rigar Alhaji Abashe","0","20","25","15","2","22.62","64","0","0","64","0","0","Bauchi","nga-ba-5018","Nigeria","12095722","Invalid Number","active","Toro","Invalid Number","8.97012233727611","10.6983013149538","Sabon Garin Tulu Primary Health Clinic","9.009657,10.675517","public","7","primary","7","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-07c0aebf-9de5-4114-95b2-71583ac9f325","active","67416647"
"133","255","193","650","197","67","67","19","19","38","0","Nigeria","Bauchi","Toro","Tama #1","Rigar Juli","0","144","168","108","8","18.48","255","0","0","255","0","0","Bauchi","nga-ba-5018","Nigeria","12163575","Invalid Number","active","Toro","Invalid Number","8.93739891103098","10.6896429057955","Sabon Garin Tulu Primary Health Clinic","9.009657,10.675517","public","7","primary","7","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-07c0aebf-9de5-4114-95b2-71583ac9f325","active","67416647"
"385","454","377","679","358","192","192","55","55","110","0","Nigeria","Bauchi","Toro","Tama #1","Rigar Saidu","0","160","180","125","17","22.02","454","0","0","454","0","0","Bauchi","nga-ba-5018","Nigeria","12106214","7","active","Toro","7","8.92167091418139","10.6862096791334","Guraka Maternity","8.864481,10.67213","public","8","primary","8","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Clinic","Nigeria","org-8a751966-ac3f-462e-98e5-f43490d3c2e0","active","Invalid Number"
"0","53","25","102","0","0","0","0","0","0","0","Nigeria","Bauchi","Toro","Tama #1","Rigar Yunusa","0","24","31","24","2","13.31","53","0","0","53","0","0","Bauchi","nga-ba-5018","Nigeria","12147721","Invalid Number","active","Toro","Invalid Number","9.02657699633136","10.6707925797138","Sabon Garin Tulu Primary Health Clinic","9.009657,10.675517","public","7","primary","7","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-07c0aebf-9de5-4114-95b2-71583ac9f325","active","67416647"
"63","210","191","391","58","31","31","9","9","18","0","Nigeria","Bauchi","Toro","Tama #1","Rugan Abdullahi Lubayya","0","107","115","101","33","18.40","210","0","0","210","0","0","Bauchi","nga-ba-5018","Nigeria","12269858","Invalid Number","active","Toro","Invalid Number","9.02910054075738","10.6333982096597","Sabon Garin Tulu Primary Health Clinic","9.009657,10.675517","public","7","primary","7","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-07c0aebf-9de5-4114-95b2-71583ac9f325","active","67416647"
"217","218","165","282","218","109","109","31","31","62","0","Nigeria","Bauchi","Toro","Tama #1","Rugan Hardo Usman","0","65","80","64","22","16.92","218","0","0","218","0","0","Bauchi","nga-ba-5018","Nigeria","12287481","Invalid Number","active","Toro","Invalid Number","9.06708027323606","10.5647338697723","Tulu Maternity","9.029543,10.576547","public","be39c34f-2cc7-43f5-90ef-81610a8f76c8","primary","be39c34f-2cc7-43f5-90ef-81610a8f76c8","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Clinic","Nigeria","org-be39c34f-2cc7-43f5-90ef-81610a8f76c8","active","Invalid Number"
"42","229","119","417","120","21","21","6","6","12","0","Nigeria","Bauchi","Toro","Tama #1","Rugar Abubakar Garba","0","96","123","95","19","18.31","229","0","0","219","10","0","Bauchi","nga-ba-5018","Nigeria","12142484","Invalid Number","active","Toro","Invalid Number","8.98516829907777","10.7773888684016","Burku Health Post","8.945813,10.80681","public","c097cd42-b4d2-4324-bd08-f749f7a2409e","primary","c097cd42-b4d2-4324-bd08-f749f7a2409e","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-c097cd42-b4d2-4324-bd08-f749f7a2409e","active","Invalid Number"
"204","197","279","403","193","102","102","29","29","58","0","Nigeria","Bauchi","Toro","Tama #1","Rugar Alhaji Ardo","43","105","111","83","23","25.06","197","0","0","197","0","0","Bauchi","nga-ba-5018","Nigeria","12087780","Invalid Number","active","Toro","Invalid Number","8.83706768462599","10.6246527272416","Guraka Maternity","8.864481,10.67213","public","8","primary","8","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Clinic","Nigeria","org-8a751966-ac3f-462e-98e5-f43490d3c2e0","active","Invalid Number"
"80","64","110","69","56","40","40","16","16","16","0","Nigeria","Bauchi","Toro","Tama #1","Rugar Alhaji Bello","6","26","20","17","2","18.30","64","0","0","64","0","0","Bauchi","nga-ba-5018","Nigeria","12096738","760","active","Toro","760","8.97572335275061","10.8058702698971","Burku Health Post","8.945813,10.80681","public","c097cd42-b4d2-4324-bd08-f749f7a2409e","primary","c097cd42-b4d2-4324-bd08-f749f7a2409e","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-c097cd42-b4d2-4324-bd08-f749f7a2409e","active","Invalid Number"
"56","151","157","212","80","28","28","8","8","16","0","Nigeria","Bauchi","Toro","Tama #1","Rugar Alhaji Dula","0","62","61","39","2","19.29","151","0","0","151","0","0","Bauchi","nga-ba-5018","Nigeria","12126643","Invalid Number","active","Toro","Invalid Number","8.89701093980307","10.6351803404004","Guraka Maternity","8.864481,10.67213","public","8","primary","8","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Clinic","Nigeria","org-8a751966-ac3f-462e-98e5-f43490d3c2e0","active","Invalid Number"
"0","484","400","1075","60","0","0","0","0","0","0","Nigeria","Bauchi","Toro","Tama #1","Rugar Alhaji Garba","0","262","316","267","83","16.03","484","0","0","484","0","0","Bauchi","nga-ba-5018","Nigeria","12062809","Invalid Number","active","Toro","Invalid Number","9.03971402028583","10.6632887453794","Sabon Garin Tulu Primary Health Clinic","9.009657,10.675517","public","7","primary","7","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-07c0aebf-9de5-4114-95b2-71583ac9f325","active","67416647"
"230","366","290","399","210","115","115","33","33","66","0","Nigeria","Bauchi","Toro","Tama #1","Rugar Alhaji Haruna","0","105","111","73","10","21.04","366","0","0","366","0","0","Bauchi","nga-ba-5018","Nigeria","12217107","74054","active","Toro","74054","8.87569821599993","10.6459944263018","Guraka Maternity","8.864481,10.67213","public","8","primary","8","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Clinic","Nigeria","org-8a751966-ac3f-462e-98e5-f43490d3c2e0","active","Invalid Number"
"154","396","304","593","214","77","77","22","22","44","0","Nigeria","Bauchi","Toro","Tama #1","Rugar Alhaji Jimo","0","146","205","141","34","13.68","396","0","0","380","16","0","Bauchi","nga-ba-5018","Nigeria","12110753","Invalid Number","active","Toro","Invalid Number","8.9893693920838","10.5393535834012","Dinga Health Post","8.98038099995,10.5324859995","public","92001","primary","92001","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-92001feb-5355-40d6-b9ad-3c056240c1a0","active","Invalid Number"
"110","194","113","262","97","55","55","22","22","22","0","Nigeria","Bauchi","Toro","Tama #1","Rugar Alhaji Shano","0","65","73","56","7","17.36","194","0","0","194","0","0","Bauchi","nga-ba-5018","Nigeria","12168744","Invalid Number","active","Toro","Invalid Number","8.96724700864257","10.7927464300038","Burku Health Post","8.945813,10.80681","public","c097cd42-b4d2-4324-bd08-f749f7a2409e","primary","c097cd42-b4d2-4324-bd08-f749f7a2409e","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-c097cd42-b4d2-4324-bd08-f749f7a2409e","active","Invalid Number"
"221","234","295","530","237","110","110","44","44","44","0","Nigeria","Bauchi","Toro","Tama #1","Rugar Alhaji Yelwa","0","130","158","129","32","23.09","234","0","0","234","0","0","Bauchi","nga-ba-5018","Nigeria","12184722","84872","active","Toro","84872","9.0163407895958","10.7494656662076","Sabon Garin Tulu Primary Health Clinic","9.009657,10.675517","public","7","primary","7","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-07c0aebf-9de5-4114-95b2-71583ac9f325","active","67416647"
"70","73","100","85","26","35","35","10","10","20","0","Nigeria","Bauchi","Toro","Tama #1","Rugar Ardo Buba","4","26","28","19","4","15.38","73","0","0","73","0","0","Bauchi","nga-ba-5018","Nigeria","12226204","8","active","Toro","8","8.85080998829039","10.6015475871515","Guraka Maternity","8.864481,10.67213","public","8","primary","8","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Clinic","Nigeria","org-8a751966-ac3f-462e-98e5-f43490d3c2e0","active","Invalid Number"
"112","72","76","256","87","56","56","16","16","32","0","Nigeria","Bauchi","Toro","Tama #1","Rugar Baushe Maccu","0","58","71","49","4","16.90","72","0","0","72","0","0","Bauchi","nga-ba-5018","Nigeria","12199081","5586","active","Toro","5586","8.9740833706511","10.7787358396873","Burku Health Post","8.945813,10.80681","public","c097cd42-b4d2-4324-bd08-f749f7a2409e","primary","c097cd42-b4d2-4324-bd08-f749f7a2409e","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-c097cd42-b4d2-4324-bd08-f749f7a2409e","active","Invalid Number"
